cvss,exposure,asset_criticality,service_type_encoded,exploitability,attack_path_position,historical_incidents,confidence,priority_class,scenario
2.29,3.76,2.57,0.0,9.16,0.0,3,38.3,1,B
2.3,1.36,6.89,2.0,8.92,0.0,14,61.2,1,B
3.39,1.97,5.73,5.0,4.02,0.0,2,92.6,1,B
0.9,5.82,8.53,0.0,7.98,0.0,13,12.7,1,B
2.37,4.97,2.69,4.0,9.69,0.0,11,14.0,1,B
3.47,4.15,1.44,2.0,3.63,0.0,12,52.0,1,B
0.62,3.07,2.48,5.0,8.11,0.0,10,24.7,0,B
2.11,5.45,9.18,1.0,2.66,0.0,5,61.9,1,B
3.51,1.01,4.26,4.0,8.47,0.0,4,17.4,1,B
2.92,4.58,1.89,5.0,9.83,0.0,6,47.4,1,B
3.99,5.11,2.07,2.0,6.07,0.0,5,17.3,1,B
1.39,3.06,5.92,2.0,6.52,0.0,0,74.7,1,B
2.19,3.27,1.54,2.0,1.36,0.0,6,66.2,0,B
2.16,3.38,4.79,0.0,2.4,0.0,12,37.6,1,B
2.5,4.57,5.03,5.0,0.51,0.0,5,19.6,1,B
1.08,1.87,9.11,2.0,2.41,0.0,11,52.5,1,B
1.57,4.22,1.57,5.0,3.38,0.0,15,62.7,0,B
2.74,1.96,4.59,1.0,5.71,0.0,11,35.5,1,B
2.7,2.1,9.85,4.0,2.52,0.0,11,43.7,1,B
3.03,1.08,6.23,4.0,8.25,0.0,9,38.6,1,B
3.07,1.69,9.13,0.0,0.5,0.0,9,95.6,1,B
0.86,3.81,2.02,4.0,3.66,0.0,13,69.6,0,B
1.37,5.62,3.91,0.0,1.26,0.0,6,65.5,1,B
3.71,2.13,6.8,4.0,2.06,0.0,10,65.8,1,B
2.02,4.56,5.64,1.0,9.79,0.0,5,47.5,1,B
2.34,1.93,3.57,3.0,3.79,0.0,6,64.6,1,B
0.63,5.11,7.05,5.0,6.69,0.0,7,10.5,1,B
3.37,3.99,2.39,3.0,1.35,0.0,15,6.0,1,B
3.81,2.27,3.04,0.0,4.14,0.0,11,23.2,1,B
1.87,3.2,5.39,3.0,4.25,0.0,5,74.9,1,B
3.19,5.51,8.1,4.0,7.94,0.0,11,56.6,1,B
1.65,3.37,5.63,4.0,4.89,0.0,14,68.8,1,B
1.76,5.3,1.38,4.0,6.33,0.0,9,28.5,1,B
3.13,1.68,5.21,2.0,3.19,0.0,9,78.5,1,B
3.76,3.61,2.11,4.0,7.24,0.0,7,7.1,1,B
2.73,1.29,3.7,1.0,9.04,0.0,1,96.3,1,B
2.75,2.07,1.88,2.0,3.01,0.0,12,68.1,1,B
3.55,4.91,8.57,1.0,1.98,0.0,14,14.1,1,B
2.3,2.41,4.3,0.0,0.2,0.0,5,98.0,1,B
0.99,2.87,9.14,0.0,1.83,0.0,2,95.1,1,B
2.38,2.11,4.66,3.0,4.08,0.0,10,97.5,1,B
1.04,1.22,8.51,4.0,3.41,0.0,8,45.5,1,B
0.79,4.66,3.0,4.0,5.54,0.0,13,47.5,0,B
0.96,1.34,7.67,1.0,1.51,0.0,5,82.7,1,B
1.75,3.14,1.45,4.0,6.88,0.0,8,74.7,1,B
3.0,2.13,1.23,4.0,5.51,0.0,1,90.0,1,B
1.29,5.55,3.03,1.0,8.27,0.0,5,37.1,1,B
1.85,3.22,9.27,5.0,2.08,0.0,3,44.7,1,B
2.56,5.66,1.87,0.0,7.12,0.0,13,60.4,1,B
1.49,1.24,1.54,4.0,2.89,0.0,3,54.7,0,B
3.48,2.53,4.78,3.0,0.12,0.0,6,43.1,1,B
2.76,1.7,9.82,5.0,8.92,0.0,4,13.6,1,B
2.72,3.52,8.48,1.0,1.58,0.0,7,55.4,1,B
1.68,2.85,2.82,5.0,7.61,0.0,7,74.3,1,B
3.18,2.87,1.16,5.0,0.85,0.0,13,20.2,0,B
0.66,4.1,3.25,5.0,8.15,0.0,11,61.8,1,B
3.76,4.14,5.32,2.0,0.17,0.0,2,73.4,1,B
1.3,2.61,6.89,3.0,8.58,0.0,13,68.0,1,B
0.68,3.15,8.28,0.0,8.3,0.0,7,48.1,1,B
2.89,3.97,8.49,1.0,6.83,0.0,3,68.4,1,B
3.81,3.42,7.32,2.0,2.59,0.0,10,77.6,1,B
1.54,2.01,5.6,3.0,9.52,0.0,13,6.3,1,B
2.81,1.78,3.91,0.0,4.92,0.0,10,71.6,1,B
1.25,3.94,3.73,4.0,8.71,0.0,2,42.8,1,B
3.24,3.48,6.19,1.0,2.05,0.0,2,20.8,1,B
3.21,4.24,7.9,0.0,6.06,0.0,9,72.8,1,B
1.21,4.43,3.64,2.0,5.76,0.0,10,45.7,1,B
0.87,1.37,2.0,2.0,2.98,0.0,12,40.2,0,B
3.44,2.41,3.98,4.0,3.4,0.0,0,77.0,1,B
2.48,4.51,2.69,4.0,6.46,0.0,2,93.1,1,B
2.7,1.92,9.68,3.0,3.68,0.0,12,57.8,1,B
2.27,4.81,4.11,2.0,6.17,0.0,13,92.2,1,B
2.94,5.57,1.11,1.0,0.09,0.0,12,48.9,1,B
3.06,2.07,3.18,5.0,4.28,0.0,7,60.8,1,B
0.7,4.39,8.67,1.0,3.95,0.0,12,54.5,1,B
0.77,5.11,5.41,0.0,5.57,0.0,8,67.7,1,B
3.03,4.33,5.68,5.0,2.35,0.0,1,98.5,1,B
0.73,3.86,7.74,4.0,0.66,0.0,9,58.4,1,B
2.13,4.81,5.07,5.0,8.16,0.0,10,83.1,1,B
2.79,4.3,1.72,2.0,8.86,0.0,15,18.4,1,B
3.95,1.97,8.48,1.0,4.81,0.0,6,60.3,1,B
1.43,2.3,4.22,1.0,7.88,0.0,1,60.6,1,B
1.25,1.22,9.59,4.0,0.5,0.0,12,29.6,1,B
3.08,5.52,2.16,0.0,7.76,0.0,8,44.3,1,B
2.26,4.35,7.29,4.0,5.28,0.0,14,59.6,1,B
2.19,2.78,2.47,3.0,9.76,0.0,5,34.1,1,B
3.99,5.13,9.41,0.0,5.42,0.0,1,90.0,0,B
2.37,2.54,6.61,2.0,3.0,0.0,7,37.4,1,B
1.85,2.33,5.69,0.0,5.73,0.0,15,17.5,1,B
1.89,2.57,5.19,0.0,9.36,0.0,7,5.7,1,B
0.83,4.69,7.88,0.0,5.3,0.0,4,28.1,1,B
1.45,4.22,6.5,3.0,9.32,0.0,2,26.5,1,B
2.52,2.37,9.29,5.0,9.64,0.0,0,70.3,1,B
1.55,1.12,3.76,4.0,3.33,0.0,3,98.6,0,B
1.19,5.43,4.01,3.0,7.77,0.0,4,57.2,1,B
3.86,3.37,3.86,5.0,3.8,0.0,14,84.3,1,B
3.36,2.86,1.54,2.0,10.0,0.0,9,43.4,1,B
1.74,1.34,4.14,3.0,4.58,0.0,7,13.1,0,B
1.32,2.99,9.63,5.0,0.93,0.0,14,46.5,1,B
1.61,2.35,5.29,5.0,5.5,0.0,8,69.3,1,B
2.63,4.49,7.49,1.0,3.76,0.0,9,9.4,1,B
1.43,4.65,3.99,3.0,0.89,0.0,13,5.8,0,B
1.12,4.74,9.46,1.0,5.9,0.0,4,22.7,1,B
1.5,2.02,7.48,4.0,7.01,0.0,14,18.4,1,B
2.44,4.37,3.23,5.0,9.14,0.0,10,59.6,1,B
3.4,4.47,4.97,5.0,8.89,0.0,11,20.9,1,B
3.12,2.27,8.84,2.0,4.53,0.0,8,29.7,1,B
2.07,2.58,9.34,4.0,7.71,0.0,0,55.3,1,B
2.43,5.59,4.2,4.0,6.64,0.0,1,42.4,1,B
0.63,4.19,9.18,3.0,3.05,0.0,14,28.5,1,B
3.63,4.86,7.95,1.0,9.28,0.0,14,43.1,0,B
3.09,3.67,3.49,3.0,5.37,0.0,12,93.1,1,B
2.35,4.94,5.51,4.0,9.24,0.0,9,14.2,1,B
1.91,2.39,1.88,5.0,2.98,0.0,11,69.0,0,B
3.69,4.95,9.64,2.0,5.55,0.0,8,18.1,1,B
0.94,3.17,2.33,5.0,1.18,0.0,6,18.0,0,B
3.35,1.98,1.69,5.0,9.13,0.0,0,92.0,1,B
1.98,3.2,9.77,4.0,3.97,0.0,13,81.7,1,B
1.03,5.92,6.01,4.0,2.53,0.0,8,55.8,1,B
3.12,5.34,8.31,2.0,0.2,0.0,7,34.0,1,B
0.87,4.25,2.85,4.0,4.6,0.0,6,32.0,0,B
1.79,3.58,2.52,0.0,2.44,0.0,4,27.3,0,B
3.57,3.27,4.27,1.0,5.85,0.0,8,99.4,1,B
1.06,5.14,4.8,4.0,2.63,0.0,11,61.2,1,B
0.57,3.35,3.88,4.0,7.36,0.0,7,33.3,0,B
2.73,3.97,9.74,4.0,2.37,0.0,12,22.9,1,B
2.87,1.23,4.31,4.0,9.84,0.0,9,30.1,1,B
2.36,1.85,2.72,1.0,8.03,0.0,2,73.7,1,B
1.54,4.44,9.59,1.0,2.31,0.0,8,39.3,1,B
2.5,3.74,5.29,1.0,7.18,0.0,13,19.9,1,B
1.94,4.4,2.37,2.0,6.91,0.0,2,71.0,1,B
1.82,5.54,4.55,1.0,6.94,0.0,1,9.3,1,B
2.65,4.5,1.9,1.0,4.46,0.0,0,97.5,1,B
1.14,4.11,4.83,1.0,4.29,0.0,6,97.4,1,B
3.3,4.63,7.18,4.0,5.42,0.0,9,89.6,1,B
2.57,5.79,9.35,1.0,5.16,0.0,11,54.7,1,B
0.76,3.81,6.17,0.0,7.35,0.0,5,91.7,1,B
2.27,3.41,2.34,5.0,4.33,0.0,6,14.6,1,B
2.33,4.21,8.59,4.0,6.68,0.0,8,21.7,1,B
2.77,5.35,4.18,5.0,1.28,0.0,7,94.3,1,B
3.82,3.63,4.06,5.0,9.32,0.0,8,80.8,1,B
2.55,1.34,3.5,4.0,3.42,0.0,14,20.6,1,B
3.53,5.37,9.03,3.0,3.66,0.0,5,34.6,1,B
1.61,3.16,3.56,2.0,6.46,0.0,12,26.6,1,B
2.68,3.71,1.07,5.0,0.16,0.0,1,51.7,0,B
0.84,2.15,1.81,1.0,8.69,0.0,12,39.4,0,B
2.02,5.06,2.87,4.0,5.49,0.0,5,31.5,1,B
2.31,4.21,6.57,3.0,6.15,0.0,2,41.1,1,B
0.81,4.67,5.28,2.0,8.18,0.0,7,64.0,1,B
1.1,3.67,2.44,2.0,6.11,0.0,5,16.8,0,B
0.97,2.34,8.22,0.0,4.42,0.0,12,84.9,1,B
0.84,2.01,7.48,5.0,8.8,0.0,13,49.6,1,B
3.97,1.95,5.8,4.0,6.45,0.0,5,30.0,1,B
3.44,1.41,8.29,0.0,9.77,0.0,12,71.4,1,B
0.88,5.05,9.38,5.0,5.19,0.0,14,54.2,1,B
2.93,3.28,8.97,5.0,0.86,0.0,1,54.0,1,B
0.99,2.28,4.03,5.0,3.36,0.0,0,74.7,0,B
3.45,1.0,5.62,5.0,3.08,0.0,14,85.3,1,B
3.76,4.14,5.36,0.0,4.37,0.0,15,73.7,1,B
0.58,5.7,7.76,4.0,6.45,0.0,7,81.2,1,B
3.83,1.26,2.82,4.0,4.41,0.0,6,54.8,1,B
1.4,2.67,6.64,3.0,6.07,0.0,10,33.8,1,B
3.14,3.04,7.4,5.0,1.1,0.0,9,26.2,1,B
3.82,3.02,2.13,4.0,3.33,0.0,1,80.6,1,B
0.57,1.35,8.11,0.0,2.62,0.0,12,72.9,1,B
1.63,3.08,7.31,4.0,9.5,0.0,6,44.3,1,B
1.8,1.71,5.91,4.0,6.9,0.0,3,6.5,1,B
2.36,2.39,8.99,1.0,7.88,0.0,15,16.1,1,B
2.53,4.44,4.53,3.0,7.44,0.0,15,22.7,1,B
0.58,2.46,3.17,0.0,6.13,0.0,1,65.7,0,B
2.61,5.86,3.89,1.0,1.53,0.0,15,45.7,1,B
2.26,5.46,9.16,0.0,9.11,0.0,5,5.4,1,B
1.67,4.21,7.43,4.0,9.7,0.0,8,95.4,1,B
0.84,4.27,7.46,0.0,9.79,0.0,7,62.3,1,B
1.14,2.86,1.0,0.0,1.33,0.0,13,50.6,0,B
0.89,5.02,5.74,1.0,7.86,0.0,11,11.3,1,B
3.84,4.66,7.75,3.0,9.73,0.0,15,93.6,2,B
2.16,2.68,3.42,5.0,9.5,0.0,0,89.9,1,B
3.23,2.95,2.26,4.0,2.2,0.0,5,53.0,1,B
2.41,1.84,8.52,5.0,1.67,0.0,9,53.0,1,B
0.68,2.78,2.67,2.0,8.12,0.0,0,47.9,0,B
1.41,2.52,3.58,0.0,1.22,0.0,14,17.2,0,B
3.56,5.91,4.02,1.0,6.62,0.0,8,95.0,1,B
3.49,2.83,3.32,2.0,8.33,0.0,12,46.8,1,B
1.84,5.28,3.87,5.0,3.76,0.0,8,79.9,1,B
1.96,5.92,5.32,2.0,5.99,0.0,13,49.9,1,B
3.2,3.3,6.77,5.0,4.96,0.0,14,23.9,1,B
2.39,1.76,4.1,3.0,1.66,0.0,10,66.9,1,B
1.75,3.49,6.13,4.0,0.53,0.0,11,11.3,1,B
1.79,1.81,4.65,4.0,7.6,0.0,5,33.9,1,B
3.69,3.2,4.64,1.0,7.38,0.0,11,17.7,1,B
1.78,4.57,7.51,5.0,4.71,0.0,12,81.6,1,B
1.78,5.68,6.23,2.0,8.07,0.0,6,12.8,1,B
1.48,2.25,3.72,1.0,8.53,0.0,11,14.4,1,B
3.39,4.19,3.15,2.0,7.77,0.0,14,89.0,1,B
2.0,3.86,9.14,5.0,5.48,0.0,5,70.3,1,B
2.88,5.24,5.78,4.0,1.68,0.0,13,20.0,1,B
1.92,3.81,1.94,0.0,0.34,0.0,7,91.2,0,B
3.36,5.88,7.88,0.0,0.36,0.0,7,49.8,1,B
3.91,2.99,6.06,4.0,6.36,0.0,10,79.1,1,B
3.22,3.64,2.12,3.0,2.66,0.0,3,31.0,1,B
1.47,4.87,7.48,3.0,9.67,0.0,10,66.6,1,B
3.47,4.96,2.25,3.0,3.91,0.0,3,66.9,1,B
2.83,3.69,4.98,2.0,7.36,0.0,8,96.8,1,B
0.99,1.4,4.51,0.0,9.38,0.0,5,13.6,1,B
2.54,2.47,4.17,1.0,3.58,0.0,4,61.9,1,B
3.81,4.49,6.83,0.0,4.45,0.0,13,36.9,1,B
3.59,5.03,8.03,3.0,4.4,0.0,12,80.5,1,B
1.53,1.9,8.38,3.0,6.14,0.0,0,67.4,1,B
2.44,1.4,5.87,4.0,4.46,0.0,13,57.1,1,B
2.56,3.5,8.98,2.0,4.51,0.0,6,69.1,1,B
1.71,5.75,6.32,1.0,9.48,0.0,15,47.1,1,B
3.6,4.85,8.04,5.0,6.76,0.0,2,63.1,1,B
1.61,4.32,7.37,5.0,4.48,0.0,1,46.7,1,B
0.98,5.33,5.75,5.0,5.69,0.0,1,69.0,1,B
1.63,3.16,2.21,4.0,2.28,0.0,2,19.2,0,B
2.05,5.32,4.43,1.0,9.5,0.0,0,97.5,1,B
3.68,3.8,9.89,4.0,5.97,0.0,11,94.9,2,B
1.34,5.23,1.79,4.0,6.0,0.0,6,92.2,1,B
2.1,1.4,1.46,3.0,6.94,0.0,7,85.0,1,B
2.33,4.97,4.49,2.0,4.45,0.0,13,86.3,1,B
2.2,2.43,3.92,0.0,5.03,0.0,5,64.2,1,B
2.97,5.38,7.79,3.0,0.47,0.0,12,76.7,1,B
1.69,3.53,4.64,3.0,1.6,0.0,0,55.8,0,B
2.76,2.64,4.16,5.0,5.4,0.0,0,84.5,1,B
2.37,4.57,5.83,2.0,0.98,0.0,0,28.0,1,B
0.7,5.49,7.08,5.0,5.82,0.0,14,52.2,1,B
1.25,4.34,8.98,1.0,7.32,0.0,7,69.8,1,B
1.32,2.89,1.77,2.0,1.4,0.0,14,29.5,0,B
3.9,1.79,1.38,5.0,5.84,0.0,2,34.7,1,B
0.9,2.74,2.27,0.0,6.15,0.0,5,32.3,0,B
1.93,2.19,3.76,3.0,4.9,0.0,6,18.9,1,B
2.32,1.33,6.07,1.0,0.37,0.0,2,39.1,1,B
1.21,1.04,7.9,5.0,0.01,0.0,1,43.1,0,B
2.72,1.26,5.71,5.0,6.18,0.0,11,70.1,1,B
1.6,4.18,5.25,5.0,6.43,0.0,8,27.8,1,B
1.1,4.86,6.56,3.0,1.42,0.0,11,84.7,1,B
0.63,3.6,6.25,1.0,0.56,0.0,0,38.2,0,B
2.41,4.86,7.92,2.0,9.68,0.0,1,43.1,1,B
3.85,5.16,8.86,3.0,9.65,0.0,6,33.9,2,B
1.72,1.87,8.94,2.0,1.59,0.0,1,34.5,1,B
0.71,1.38,2.74,3.0,3.18,0.0,11,95.3,0,B
2.51,4.29,8.23,3.0,9.77,0.0,4,52.1,1,B
2.48,3.69,8.07,1.0,1.33,0.0,13,51.5,1,B
1.36,1.26,3.1,0.0,3.21,0.0,3,41.9,0,B
2.0,1.8,8.73,2.0,2.6,0.0,2,79.4,1,B
1.62,1.66,8.17,5.0,4.54,0.0,2,83.4,1,B
1.12,4.03,3.17,3.0,5.94,0.0,7,23.4,0,B
2.8,5.85,9.1,0.0,0.92,0.0,2,16.8,1,B
2.36,2.91,9.85,1.0,1.83,0.0,8,53.2,1,B
0.71,1.12,2.04,2.0,8.69,0.0,9,64.2,0,B
2.1,1.08,6.66,1.0,3.67,0.0,4,75.1,1,B
2.74,5.22,6.98,3.0,4.85,0.0,9,61.8,1,B
1.88,4.11,9.84,4.0,8.59,0.0,7,32.0,1,B
2.51,4.63,1.98,2.0,0.43,0.0,8,27.7,0,B
0.89,3.3,7.54,5.0,6.55,0.0,7,32.1,1,B
3.85,1.17,7.67,4.0,7.03,0.0,15,82.5,1,B
1.75,4.7,9.89,3.0,0.48,0.0,12,93.2,1,B
0.62,1.34,2.64,3.0,3.13,0.0,11,43.4,0,B
3.83,5.77,5.24,1.0,6.11,0.0,13,90.8,1,B
3.52,2.1,2.22,0.0,8.7,0.0,8,59.7,1,B
3.68,3.61,3.32,2.0,5.14,0.0,3,72.7,1,B
2.58,1.31,9.95,4.0,8.74,0.0,8,66.9,1,B
1.12,1.73,6.0,5.0,2.6,0.0,2,18.5,0,B
2.41,4.37,2.14,3.0,0.18,0.0,0,54.5,0,B
2.67,4.97,2.92,4.0,3.11,0.0,13,87.4,1,B
1.43,1.38,3.53,1.0,4.09,0.0,11,74.4,0,B
3.76,1.77,5.08,3.0,4.56,0.0,1,33.2,1,B
1.09,2.7,9.68,5.0,0.14,0.0,5,26.6,1,B
2.1,5.44,9.06,1.0,1.18,0.0,8,28.1,1,B
1.66,4.47,4.76,2.0,0.47,0.0,3,83.4,1,B
3.72,3.42,1.02,3.0,0.13,0.0,13,49.8,1,B
3.9,4.85,2.74,3.0,8.62,0.0,5,37.9,1,B
3.89,5.04,3.45,1.0,1.7,0.0,3,90.4,1,B
1.9,4.9,3.33,3.0,4.01,0.0,8,8.2,1,B
3.5,4.57,7.17,3.0,5.07,0.0,1,80.1,1,B
0.95,4.47,4.35,4.0,2.72,0.0,0,86.7,0,B
3.31,1.97,1.43,0.0,8.77,0.0,9,49.8,1,B
2.88,4.93,9.1,0.0,2.56,0.0,3,92.5,1,B
2.72,2.99,6.84,3.0,1.18,0.0,5,53.2,1,B
1.91,4.12,4.89,0.0,9.12,0.0,13,73.6,1,B
3.27,1.41,8.92,1.0,3.17,0.0,15,43.9,1,B
2.29,1.34,6.83,1.0,2.58,0.0,11,72.4,1,B
1.57,1.42,2.11,2.0,8.51,0.0,6,92.1,1,B
3.94,5.06,1.53,3.0,5.94,0.0,13,68.2,1,B
2.4,3.56,1.43,4.0,8.69,0.0,11,21.7,1,B
2.09,2.28,8.22,0.0,5.17,0.0,4,56.5,1,B
3.79,3.72,2.68,2.0,1.87,0.0,3,78.0,1,B
3.13,3.54,4.37,4.0,6.28,0.0,2,66.0,1,B
2.72,3.59,1.13,1.0,9.95,0.0,11,69.7,1,B
3.99,4.86,1.06,4.0,1.68,0.0,7,78.3,1,B
3.28,1.96,2.3,1.0,1.56,0.0,10,76.3,1,B
0.56,2.72,5.42,1.0,1.35,0.0,10,83.7,0,B
2.66,1.27,4.16,4.0,9.06,0.0,0,11.3,1,B
2.43,1.33,3.4,0.0,9.23,0.0,1,56.7,1,B
2.56,1.28,8.71,2.0,0.68,0.0,2,8.9,1,B
3.46,3.96,5.46,1.0,5.88,0.0,3,65.2,1,B
1.73,5.55,3.59,5.0,1.5,0.0,4,50.0,1,B
0.83,3.82,1.41,5.0,3.01,0.0,4,82.3,0,B
1.04,1.37,6.31,1.0,0.06,0.0,6,29.1,0,B
2.9,1.71,1.1,0.0,0.3,0.0,9,68.8,0,B
1.81,4.81,3.07,1.0,9.44,0.0,4,68.6,1,B
1.85,1.78,1.23,0.0,9.82,0.0,6,49.5,1,B
3.42,4.32,7.45,5.0,8.05,0.0,6,71.6,1,B
2.51,3.31,2.34,0.0,7.41,0.0,12,58.4,1,B
3.52,5.01,4.42,2.0,5.92,0.0,11,53.9,1,B
2.15,1.13,7.93,5.0,4.97,0.0,10,13.4,1,B
1.6,2.16,6.64,1.0,0.26,0.0,2,24.4,0,B
2.28,3.13,9.11,4.0,1.89,0.0,9,51.3,1,B
3.98,4.19,8.61,3.0,5.39,0.0,7,13.7,1,B
2.75,1.31,5.71,3.0,0.74,0.0,3,38.2,1,B
3.08,4.61,5.41,1.0,0.3,0.0,13,39.2,1,B
0.58,1.96,1.51,1.0,4.81,0.0,3,58.3,0,B
0.67,3.14,9.56,2.0,4.22,0.0,10,43.0,1,B
0.95,2.52,6.92,2.0,2.41,0.0,7,86.7,1,B
1.01,5.26,3.48,5.0,6.29,0.0,4,41.5,1,B
3.56,4.66,3.1,1.0,8.11,0.0,7,9.2,1,B
2.13,1.31,4.4,1.0,6.74,0.0,0,40.1,1,B
2.04,3.95,2.17,5.0,0.1,0.0,3,67.6,0,B
2.8,4.46,6.36,1.0,0.08,0.0,12,88.1,1,B
1.32,5.89,3.46,5.0,5.28,0.0,14,17.9,1,B
1.39,5.4,5.14,5.0,7.51,0.0,2,73.5,1,B
0.96,4.94,9.57,4.0,2.94,0.0,7,89.8,1,B
1.08,4.45,1.12,2.0,0.99,0.0,6,97.3,0,B
1.77,1.88,2.5,3.0,3.63,0.0,7,95.8,1,B
3.14,4.5,4.62,5.0,0.52,0.0,8,18.4,1,B
1.02,4.69,8.4,3.0,5.38,0.0,2,84.4,1,B
2.12,5.23,6.55,5.0,0.11,0.0,8,50.5,1,B
3.8,2.76,1.59,0.0,2.7,0.0,5,90.1,1,B
1.19,3.88,6.85,0.0,0.45,0.0,6,23.0,0,B
2.01,5.35,2.29,1.0,0.91,0.0,6,45.5,0,B
1.86,2.97,7.49,2.0,3.51,0.0,15,81.6,1,B
2.44,5.55,4.22,5.0,7.57,0.0,8,96.4,1,B
2.3,2.61,5.18,4.0,6.4,0.0,13,62.6,1,B
1.59,1.55,2.85,2.0,0.75,0.0,13,92.7,0,B
3.08,2.49,9.36,5.0,9.7,0.0,9,98.9,0,B
3.13,2.68,5.7,2.0,8.99,0.0,4,63.4,1,B
3.46,2.54,6.26,3.0,9.84,0.0,11,48.9,1,B
1.81,4.43,1.09,3.0,4.97,0.0,15,52.7,1,B
2.11,3.26,8.8,3.0,7.72,0.0,14,72.0,1,B
0.61,4.9,7.84,4.0,9.71,0.0,14,51.6,1,B
0.64,4.51,9.74,1.0,6.72,0.0,6,48.3,1,B
2.43,1.68,5.31,1.0,1.15,0.0,9,95.9,1,B
3.17,3.52,1.64,1.0,2.72,0.0,11,40.2,1,B
2.18,4.88,6.5,5.0,7.4,0.0,13,13.2,1,B
1.29,2.74,6.93,1.0,9.55,0.0,10,32.9,1,B
2.41,2.96,1.47,5.0,9.39,0.0,7,88.9,1,B
3.92,4.09,2.32,0.0,4.81,0.0,13,63.7,1,B
2.47,1.75,7.7,2.0,3.85,0.0,7,30.1,1,B
3.13,3.02,6.51,0.0,7.32,0.0,3,17.3,1,B
3.08,4.86,6.55,2.0,5.11,0.0,13,31.3,1,B
3.75,1.8,4.75,3.0,9.71,0.0,3,46.2,1,B
1.82,4.57,8.02,2.0,8.88,0.0,14,50.0,1,B
3.55,4.05,3.43,2.0,7.77,0.0,14,82.4,1,B
1.63,5.65,5.59,1.0,9.43,0.0,6,81.6,1,B
2.75,1.35,2.38,3.0,7.93,0.0,7,85.1,1,B
3.3,3.77,4.0,0.0,8.12,0.0,11,44.8,1,B
3.58,2.28,5.61,2.0,0.34,0.0,0,90.0,1,B
3.53,1.85,8.86,5.0,0.16,0.0,10,12.5,1,B
1.57,3.2,9.58,5.0,3.69,0.0,13,92.3,1,B
2.68,5.19,5.6,3.0,6.37,0.0,3,46.2,1,B
2.02,5.07,6.85,0.0,4.57,0.0,0,40.3,1,B
1.74,5.95,9.39,0.0,4.37,0.0,8,36.8,1,B
2.39,5.7,7.52,0.0,1.25,0.0,10,79.9,1,B
2.9,4.74,5.11,1.0,4.84,0.0,6,53.3,1,B
0.67,3.99,4.62,0.0,5.24,0.0,11,70.7,1,B
2.89,4.6,4.04,5.0,9.79,0.0,14,20.3,1,B
1.9,3.2,6.8,4.0,9.79,0.0,12,47.5,1,B
3.87,3.84,5.96,5.0,4.88,0.0,4,63.2,1,B
3.72,4.58,5.79,1.0,2.76,0.0,15,20.1,1,B
3.26,1.28,6.81,3.0,7.38,0.0,8,45.6,1,B
2.82,5.17,6.79,3.0,9.55,0.0,0,87.8,1,B
2.81,1.13,5.56,2.0,1.04,0.0,8,50.2,1,B
2.86,5.45,2.04,5.0,2.31,0.0,4,23.2,1,B
0.68,5.51,3.78,5.0,4.29,0.0,6,6.5,0,B
2.87,4.05,2.56,1.0,0.24,0.0,3,75.6,1,B
3.09,4.39,4.55,0.0,8.77,0.0,1,13.3,1,B
0.85,1.69,4.15,3.0,2.54,0.0,4,21.4,0,B
3.93,5.91,7.02,2.0,2.41,0.0,10,10.4,1,B
2.51,4.85,2.4,2.0,3.69,0.0,13,96.1,1,B
3.13,2.34,8.44,0.0,3.51,0.0,10,40.7,1,B
1.34,5.96,4.73,1.0,8.81,0.0,7,86.2,1,B
9.22,20.0,9.14,0.0,8.2,10.0,0,26.4,3,C
9.36,20.0,8.68,4.0,8.57,10.0,10,61.1,4,C
9.04,20.0,8.77,0.0,8.95,10.0,9,35.0,3,C
9.71,20.0,9.48,3.0,9.39,10.0,13,9.7,4,C
9.23,20.0,8.91,5.0,9.59,10.0,4,48.1,0,C
9.01,20.0,9.77,4.0,9.16,10.0,5,9.1,3,C
9.11,20.0,8.68,0.0,9.68,10.0,12,58.5,0,C
9.14,20.0,9.87,5.0,9.47,10.0,3,64.2,4,C
9.27,20.0,9.38,5.0,9.25,10.0,13,12.1,0,C
9.97,20.0,9.99,1.0,9.5,10.0,8,96.3,4,C
9.4,20.0,9.09,3.0,9.89,10.0,12,51.7,4,C
9.4,20.0,8.69,4.0,8.89,10.0,14,12.1,3,C
9.24,20.0,9.4,0.0,9.12,10.0,11,52.8,4,C
9.13,20.0,9.85,3.0,8.73,10.0,8,94.7,4,C
9.94,20.0,9.37,3.0,9.61,10.0,12,5.5,4,C
9.16,20.0,8.3,2.0,9.99,10.0,7,47.7,0,C
9.08,20.0,8.19,4.0,9.07,10.0,0,20.8,3,C
9.68,20.0,9.38,0.0,8.64,10.0,5,82.2,4,C
9.12,20.0,8.03,5.0,8.15,10.0,6,6.5,3,C
9.89,20.0,9.65,3.0,8.5,10.0,8,45.8,4,C
9.48,20.0,8.57,0.0,9.83,10.0,5,80.7,4,C
9.48,20.0,8.22,4.0,9.38,10.0,12,47.3,4,C
9.04,20.0,8.45,2.0,8.86,10.0,11,78.6,0,C
9.02,20.0,9.55,4.0,8.42,10.0,9,5.4,3,C
9.57,20.0,8.1,0.0,8.34,10.0,0,47.1,3,C
9.8,20.0,8.95,3.0,9.89,10.0,1,38.0,4,C
9.36,20.0,9.93,0.0,8.11,10.0,0,89.6,4,C
9.45,20.0,9.73,2.0,9.41,10.0,10,52.1,4,C
